taxonomy,consequence,loss_type,slight,moderate,extensive,complete
CR/LDUAL+CDL+DUM/H8/RES,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM/H9/COM,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM/H9/IND,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM/H9/RES,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H1/COM,collapsed,structural,0,0,0,0.057
CR/LDUAL+CDL+DUM+VL100/H1/IND,collapsed,structural,0,0,0,0.057
CR/LDUAL+CDL+DUM+VL100/H1/RES,collapsed,structural,0,0,0,0.057
CR/LDUAL+CDL+DUM+VL100/H10/COM,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H10/IND,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H10/RES,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H11/COM,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H11/IND,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H11/RES,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H12/COM,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H12/IND,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H12/RES,collapsed,structural,0,0,0,0.038
CR/LDUAL+CDL+DUM+VL100/H2/COM,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDL+DUM+VL100/H2/IND,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDL+DUM+VL100/H2/RES,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDL+DUM+VL100/H3/COM,collapsed,structural,0,0,0,0.051571429
CR/LDUAL+CDL+DUM+VL100/H3/IND,collapsed,structural,0,0,0,0.051571429
CR/LDUAL+CDL+DUM+VL100/H3/RES,collapsed,structural,0,0,0,0.051571429
CR/LDUAL+CDL+DUM+VL100/H4/COM,collapsed,structural,0,0,0,0.048857143
CR/LDUAL+CDL+DUM+VL100/H4/IND,collapsed,structural,0,0,0,0.048857143
CR/LDUAL+CDL+DUM+VL100/H4/RES,collapsed,structural,0,0,0,0.048857143
CR/LDUAL+CDL+DUM+VL100/H5/COM,collapsed,structural,0,0,0,0.046142857
CR/LDUAL+CDL+DUM+VL100/H5/IND,collapsed,structural,0,0,0,0.046142857
CR/LDUAL+CDL+DUM+VL100/H5/RES,collapsed,structural,0,0,0,0.046142857
CR/LDUAL+CDL+DUM+VL100/H6/COM,collapsed,structural,0,0,0,0.043428571
CR/LDUAL+CDL+DUM+VL100/H6/IND,collapsed,structural,0,0,0,0.043428571
CR/LDUAL+CDL+DUM+VL100/H6/RES,collapsed,structural,0,0,0,0.043428571
CR/LDUAL+CDL+DUM+VL100/H7/COM,collapsed,structural,0,0,0,0.040714286
CR/LDUAL+CDL+DUM+VL100/H7/IND,collapsed,structural,0,0,0,0.040714286
CR/LDUAL+CDL+DUM+VL100/H7/RES,collapsed,structural,0,0,0,0.040714286
